CELL	chrom	start	end	CN states
leaf8	chr_14	27000000	28000000	1,1
leaf9	chr_14	27000000	28000000	1,1
leaf10	chr_14	27000000	28000000	1,1
leaf1	chr_14	28000000	29000000	1,1
leaf2	chr_14	28000000	29000000	1,1
leaf3	chr_14	28000000	29000000	1,1
leaf4	chr_14	28000000	29000000	1,1
leaf5	chr_14	28000000	29000000	1,1
leaf6	chr_14	28000000	29000000	1,1
leaf7	chr_14	28000000	29000000	1,1
leaf8	chr_14	28000000	29000000	1,1
leaf9	chr_14	28000000	29000000	1,1
leaf10	chr_14	28000000	29000000	1,1
leaf1	chr_14	29000000	30000000	1,1
leaf2	chr_14	29000000	30000000	1,1
leaf3	chr_14	29000000	30000000	1,1
leaf4	chr_14	29000000	30000000	1,1
leaf5	chr_14	29000000	30000000	1,1
leaf6	chr_14	29000000	30000000	1,1
leaf7	chr_14	29000000	30000000	1,1
leaf8	chr_14	29000000	30000000	1,1
leaf9	chr_14	29000000	30000000	1,1
leaf10	chr_14	29000000	30000000	1,1
leaf1	chr_14	30000000	31000000	1,1
leaf2	chr_14	30000000	31000000	1,1
leaf3	chr_14	30000000	31000000	1,1
leaf4	chr_14	30000000	31000000	1,1
leaf5	chr_14	30000000	31000000	1,1
leaf6	chr_14	30000000	31000000	1,1
leaf7	chr_14	30000000	31000000	1,1
leaf8	chr_14	30000000	31000000	1,1
leaf9	chr_14	30000000	31000000	1,1
leaf10	chr_14	30000000	31000000	1,1
leaf1	chr_14	31000000	32000000	1,1
leaf2	chr_14	31000000	32000000	1,1
leaf3	chr_14	31000000	32000000	1,1
leaf4	chr_14	31000000	32000000	1,1
leaf5	chr_14	31000000	32000000	1,1
leaf6	chr_14	31000000	32000000	1,1
leaf7	chr_14	31000000	32000000	1,1
leaf8	chr_14	31000000	32000000	1,1
leaf9	chr_14	31000000	32000000	1,1
leaf10	chr_14	31000000	32000000	1,1
leaf1	chr_14	32000000	33000000	1,1
leaf2	chr_14	32000000	33000000	1,1
leaf3	chr_14	32000000	33000000	1,1
leaf4	chr_14	32000000	33000000	1,1
leaf5	chr_14	32000000	33000000	1,1
leaf6	chr_14	32000000	33000000	1,1
leaf7	chr_14	32000000	33000000	1,1
leaf8	chr_14	32000000	33000000	1,1
leaf9	chr_14	32000000	33000000	1,1
leaf10	chr_14	32000000	33000000	1,1
leaf1	chr_14	33000000	34000000	1,1
leaf2	chr_14	33000000	34000000	1,1
leaf3	chr_14	33000000	34000000	1,1
leaf4	chr_14	33000000	34000000	1,1
leaf5	chr_14	33000000	34000000	1,1
leaf6	chr_14	33000000	34000000	1,1
leaf7	chr_14	33000000	34000000	1,1
leaf8	chr_14	33000000	34000000	1,1
leaf9	chr_14	33000000	34000000	1,1
leaf10	chr_14	33000000	34000000	1,1
leaf1	chr_14	34000000	35000000	1,1
leaf2	chr_14	34000000	35000000	1,1
leaf3	chr_14	34000000	35000000	1,1
leaf4	chr_14	34000000	35000000	1,1
leaf5	chr_14	34000000	35000000	1,1
leaf6	chr_14	34000000	35000000	1,1
leaf7	chr_14	34000000	35000000	1,1
leaf8	chr_14	34000000	35000000	1,1
leaf9	chr_14	34000000	35000000	1,1
leaf10	chr_14	34000000	35000000	1,1
leaf1	chr_14	35000000	36000000	1,1
leaf2	chr_14	35000000	36000000	1,1
leaf3	chr_14	35000000	36000000	1,1
leaf4	chr_14	35000000	36000000	1,1
leaf5	chr_14	35000000	36000000	1,1
leaf6	chr_14	35000000	36000000	1,1
leaf7	chr_14	35000000	36000000	1,1
leaf8	chr_14	35000000	36000000	1,1
leaf9	chr_14	35000000	36000000	1,1
leaf10	chr_14	35000000	36000000	1,1
leaf1	chr_14	36000000	37000000	1,1
leaf2	chr_14	36000000	37000000	1,1
leaf3	chr_14	36000000	37000000	1,1
leaf4	chr_14	36000000	37000000	1,1
leaf5	chr_14	36000000	37000000	1,1
leaf6	chr_14	36000000	37000000	1,1
leaf7	chr_14	36000000	37000000	1,1
leaf8	chr_14	36000000	37000000	1,1
leaf9	chr_14	36000000	37000000	1,1
leaf10	chr_14	36000000	37000000	1,1
leaf1	chr_14	37000000	38000000	1,1
leaf2	chr_14	37000000	38000000	1,1
leaf3	chr_14	37000000	38000000	1,1
leaf4	chr_14	37000000	38000000	1,1
leaf5	chr_14	37000000	38000000	1,1
leaf6	chr_14	37000000	38000000	1,1
leaf7	chr_14	37000000	38000000	1,1
leaf8	chr_14	37000000	38000000	1,1
leaf9	chr_14	37000000	38000000	1,1
leaf10	chr_14	37000000	38000000	1,1
leaf1	chr_14	38000000	39000000	1,1
leaf2	chr_14	38000000	39000000	1,1
leaf3	chr_14	38000000	39000000	1,1
leaf4	chr_14	38000000	39000000	1,1
leaf5	chr_14	38000000	39000000	1,1
leaf6	chr_14	38000000	39000000	1,1
leaf7	chr_14	38000000	39000000	1,1
leaf8	chr_14	38000000	39000000	1,1
leaf9	chr_14	38000000	39000000	1,1
leaf10	chr_14	38000000	39000000	1,1
leaf1	chr_14	39000000	40000000	1,1
leaf2	chr_14	39000000	40000000	1,1
leaf3	chr_14	39000000	40000000	1,1
leaf4	chr_14	39000000	40000000	1,1
leaf5	chr_14	39000000	40000000	1,1
leaf6	chr_14	39000000	40000000	1,1
leaf7	chr_14	39000000	40000000	1,1
leaf8	chr_14	39000000	40000000	1,1
leaf9	chr_14	39000000	40000000	1,1
leaf10	chr_14	39000000	40000000	1,1
leaf1	chr_14	40000000	41000000	1,1
leaf2	chr_14	40000000	41000000	1,1
leaf3	chr_14	40000000	41000000	1,1
leaf4	chr_14	40000000	41000000	1,1
leaf5	chr_14	40000000	41000000	1,1
leaf6	chr_14	40000000	41000000	1,1
leaf7	chr_14	40000000	41000000	1,1
leaf8	chr_14	40000000	41000000	1,1
leaf9	chr_14	40000000	41000000	1,1
leaf10	chr_14	40000000	41000000	1,1
leaf1	chr_14	41000000	42000000	1,1
leaf2	chr_14	41000000	42000000	1,1
leaf3	chr_14	41000000	42000000	1,1
leaf4	chr_14	41000000	42000000	1,1
leaf5	chr_14	41000000	42000000	1,1
leaf6	chr_14	41000000	42000000	1,1
leaf7	chr_14	41000000	42000000	1,1
leaf8	chr_14	41000000	42000000	1,1
leaf9	chr_14	41000000	42000000	1,1
leaf10	chr_14	41000000	42000000	1,1
leaf1	chr_14	42000000	43000000	1,1
leaf2	chr_14	42000000	43000000	1,1
leaf3	chr_14	42000000	43000000	1,1
leaf4	chr_14	42000000	43000000	1,1
leaf5	chr_14	42000000	43000000	1,1
leaf6	chr_14	42000000	43000000	1,1
leaf7	chr_14	42000000	43000000	1,1
leaf8	chr_14	42000000	43000000	1,1
leaf9	chr_14	42000000	43000000	1,1
leaf10	chr_14	42000000	43000000	1,1
leaf1	chr_14	43000000	44000000	1,1
leaf2	chr_14	43000000	44000000	1,1
leaf3	chr_14	43000000	44000000	1,1
leaf4	chr_14	43000000	44000000	1,1
leaf5	chr_14	43000000	44000000	1,1
leaf6	chr_14	43000000	44000000	1,1
leaf7	chr_14	43000000	44000000	1,1
leaf8	chr_14	43000000	44000000	1,1
leaf9	chr_14	43000000	44000000	1,1
leaf10	chr_14	43000000	44000000	1,1
leaf1	chr_14	44000000	45000000	1,1
leaf2	chr_14	44000000	45000000	1,1
leaf3	chr_14	44000000	45000000	1,1
leaf4	chr_14	44000000	45000000	1,1
leaf5	chr_14	44000000	45000000	1,1
leaf6	chr_14	44000000	45000000	1,1
leaf7	chr_14	44000000	45000000	1,1
leaf8	chr_14	44000000	45000000	1,1
leaf9	chr_14	44000000	45000000	1,1
leaf10	chr_14	44000000	45000000	1,1
leaf1	chr_14	45000000	46000000	1,1
leaf2	chr_14	45000000	46000000	1,1
leaf3	chr_14	45000000	46000000	1,1
leaf4	chr_14	45000000	46000000	1,1
leaf5	chr_14	45000000	46000000	1,1
leaf6	chr_14	45000000	46000000	1,1
leaf7	chr_14	45000000	46000000	1,1
leaf8	chr_14	45000000	46000000	1,1
leaf9	chr_14	45000000	46000000	1,1
leaf10	chr_14	45000000	46000000	1,1
leaf1	chr_14	46000000	47000000	1,1
leaf2	chr_14	46000000	47000000	1,1
leaf3	chr_14	46000000	47000000	1,1
leaf4	chr_14	46000000	47000000	1,1
leaf5	chr_14	46000000	47000000	1,1
leaf6	chr_14	46000000	47000000	1,1
leaf7	chr_14	46000000	47000000	1,1
leaf8	chr_14	46000000	47000000	1,1
leaf9	chr_14	46000000	47000000	1,1
leaf10	chr_14	46000000	47000000	1,1
leaf1	chr_14	47000000	48000000	1,1
leaf2	chr_14	47000000	48000000	1,1
leaf3	chr_14	47000000	48000000	1,1
leaf4	chr_14	47000000	48000000	1,1
leaf5	chr_14	47000000	48000000	1,1
leaf6	chr_14	47000000	48000000	1,1
leaf7	chr_14	47000000	48000000	1,1
leaf8	chr_14	47000000	48000000	1,1
leaf9	chr_14	47000000	48000000	1,1
leaf10	chr_14	47000000	48000000	1,1
leaf1	chr_14	48000000	49000000	1,1
leaf2	chr_14	48000000	49000000	1,1
leaf3	chr_14	48000000	49000000	1,1
leaf4	chr_14	48000000	49000000	1,1
leaf5	chr_14	48000000	49000000	1,1
leaf6	chr_14	48000000	49000000	1,1
leaf7	chr_14	48000000	49000000	1,1
leaf8	chr_14	48000000	49000000	1,1
leaf9	chr_14	48000000	49000000	1,1
leaf10	chr_14	48000000	49000000	1,1
leaf1	chr_14	49000000	50000000	1,1
leaf2	chr_14	49000000	50000000	1,1
leaf3	chr_14	49000000	50000000	1,1
leaf4	chr_14	49000000	50000000	1,1
leaf5	chr_14	49000000	50000000	1,1
leaf6	chr_14	49000000	50000000	1,1
leaf7	chr_14	49000000	50000000	1,1
leaf8	chr_14	49000000	50000000	1,1
leaf9	chr_14	49000000	50000000	1,1
leaf10	chr_14	49000000	50000000	1,1
leaf1	chr_14	50000000	51000000	2,1
leaf2	chr_14	50000000	51000000	2,1
leaf3	chr_14	50000000	51000000	2,1
leaf4	chr_14	50000000	51000000	2,1
leaf5	chr_14	50000000	51000000	2,1
leaf6	chr_14	50000000	51000000	2,1
leaf7	chr_14	50000000	51000000	2,1
leaf8	chr_14	50000000	51000000	2,1
leaf9	chr_14	50000000	51000000	2,1
leaf10	chr_14	50000000	51000000	2,1
leaf1	chr_14	51000000	52000000	2,1
leaf2	chr_14	51000000	52000000	2,1
leaf3	chr_14	51000000	52000000	2,1
leaf4	chr_14	51000000	52000000	2,1
leaf5	chr_14	51000000	52000000	2,1
leaf6	chr_14	51000000	52000000	2,1
leaf7	chr_14	51000000	52000000	2,1
leaf8	chr_14	51000000	52000000	2,1
leaf9	chr_14	51000000	52000000	2,1
leaf10	chr_14	51000000	52000000	2,1
leaf1	chr_14	52000000	53000000	1,1
leaf2	chr_14	52000000	53000000	1,1
leaf3	chr_14	52000000	53000000	1,1
leaf4	chr_14	52000000	53000000	1,1
leaf5	chr_14	52000000	53000000	1,1
leaf6	chr_14	52000000	53000000	1,1
leaf7	chr_14	52000000	53000000	1,1
leaf8	chr_14	52000000	53000000	1,1
leaf9	chr_14	52000000	53000000	1,1
leaf10	chr_14	52000000	53000000	1,1
leaf1	chr_14	53000000	54000000	1,1
leaf2	chr_14	53000000	54000000	1,1
leaf3	chr_14	53000000	54000000	1,1
leaf4	chr_14	53000000	54000000	1,1
leaf5	chr_14	53000000	54000000	1,1
leaf6	chr_14	53000000	54000000	1,1
leaf7	chr_14	53000000	54000000	1,1
leaf8	chr_14	53000000	54000000	1,1
leaf9	chr_14	53000000	54000000	1,1
leaf10	chr_14	53000000	54000000	1,1
leaf1	chr_14	54000000	55000000	1,1
leaf2	chr_14	54000000	55000000	1,1
leaf3	chr_14	54000000	55000000	1,1
leaf4	chr_14	54000000	55000000	1,1
leaf5	chr_14	54000000	55000000	1,1
leaf6	chr_14	54000000	55000000	1,1
leaf7	chr_14	54000000	55000000	1,1
leaf8	chr_14	54000000	55000000	1,1
leaf9	chr_14	54000000	55000000	1,1
leaf10	chr_14	54000000	55000000	1,1
leaf1	chr_14	55000000	56000000	1,1
leaf2	chr_14	55000000	56000000	1,1
leaf3	chr_14	55000000	56000000	1,1
leaf4	chr_14	55000000	56000000	1,1
leaf5	chr_14	55000000	56000000	1,1
leaf6	chr_14	55000000	56000000	1,1
leaf7	chr_14	55000000	56000000	1,1
leaf8	chr_14	55000000	56000000	1,1
leaf9	chr_14	55000000	56000000	1,1
leaf10	chr_14	55000000	56000000	1,1
leaf1	chr_14	56000000	57000000	1,1
leaf2	chr_14	56000000	57000000	1,1
leaf3	chr_14	56000000	57000000	1,1
leaf4	chr_14	56000000	57000000	1,1
leaf5	chr_14	56000000	57000000	1,1
leaf6	chr_14	56000000	57000000	1,1
leaf7	chr_14	56000000	57000000	1,1
leaf8	chr_14	56000000	57000000	1,1
leaf9	chr_14	56000000	57000000	1,1
leaf10	chr_14	56000000	57000000	1,1
leaf1	chr_14	57000000	58000000	1,1
leaf2	chr_14	57000000	58000000	1,1
leaf3	chr_14	57000000	58000000	1,1
leaf4	chr_14	57000000	58000000	1,1
leaf5	chr_14	57000000	58000000	1,1
leaf6	chr_14	57000000	58000000	1,1
leaf7	chr_14	57000000	58000000	1,1
leaf8	chr_14	57000000	58000000	1,1
leaf9	chr_14	57000000	58000000	1,1
leaf10	chr_14	57000000	58000000	1,1
leaf1	chr_14	58000000	59000000	1,1
leaf2	chr_14	58000000	59000000	1,1
leaf3	chr_14	58000000	59000000	1,1
leaf4	chr_14	58000000	59000000	1,1
leaf5	chr_14	58000000	59000000	1,1
leaf6	chr_14	58000000	59000000	1,1
leaf7	chr_14	58000000	59000000	1,1
leaf8	chr_14	58000000	59000000	1,1
leaf9	chr_14	58000000	59000000	1,1
leaf10	chr_14	58000000	59000000	1,1
leaf1	chr_14	59000000	60000000	1,1
leaf2	chr_14	59000000	60000000	1,1
leaf3	chr_14	59000000	60000000	1,1
leaf4	chr_14	59000000	60000000	1,1
leaf5	chr_14	59000000	60000000	1,1
leaf6	chr_14	59000000	60000000	1,1
leaf7	chr_14	59000000	60000000	1,1
leaf8	chr_14	59000000	60000000	1,1
leaf9	chr_14	59000000	60000000	1,1
leaf10	chr_14	59000000	60000000	1,1
leaf1	chr_14	60000000	61000000	1,1
leaf2	chr_14	60000000	61000000	1,1
leaf3	chr_14	60000000	61000000	1,1
leaf4	chr_14	60000000	61000000	1,1
leaf5	chr_14	60000000	61000000	1,1
leaf6	chr_14	60000000	61000000	1,1
leaf7	chr_14	60000000	61000000	1,1
leaf8	chr_14	60000000	61000000	1,1
leaf9	chr_14	60000000	61000000	1,1
leaf10	chr_14	60000000	61000000	1,1
leaf1	chr_14	61000000	62000000	1,1
leaf2	chr_14	61000000	62000000	1,1
leaf3	chr_14	61000000	62000000	1,1
leaf4	chr_14	61000000	62000000	1,1
leaf5	chr_14	61000000	62000000	1,1
leaf6	chr_14	61000000	62000000	1,1
leaf7	chr_14	61000000	62000000	1,1
leaf8	chr_14	61000000	62000000	1,1
leaf9	chr_14	61000000	62000000	1,1
leaf10	chr_14	61000000	62000000	1,1
leaf1	chr_14	62000000	63000000	1,1
leaf2	chr_14	62000000	63000000	1,1
leaf3	chr_14	62000000	63000000	1,1
leaf4	chr_14	62000000	63000000	1,1
leaf5	chr_14	62000000	63000000	1,1
leaf6	chr_14	62000000	63000000	1,1
leaf7	chr_14	62000000	63000000	1,1
leaf8	chr_14	62000000	63000000	1,1
leaf9	chr_14	62000000	63000000	1,1
leaf10	chr_14	62000000	63000000	1,1
leaf1	chr_14	63000000	64000000	1,1
leaf2	chr_14	63000000	64000000	1,1
leaf3	chr_14	63000000	64000000	1,1
leaf4	chr_14	63000000	64000000	1,1
leaf5	chr_14	63000000	64000000	1,1
leaf6	chr_14	63000000	64000000	1,1
leaf7	chr_14	63000000	64000000	1,1
leaf8	chr_14	63000000	64000000	1,1
leaf9	chr_14	63000000	64000000	1,1
leaf10	chr_14	63000000	64000000	1,1
leaf1	chr_14	64000000	65000000	1,1
leaf2	chr_14	64000000	65000000	1,1
leaf3	chr_14	64000000	65000000	1,1
leaf4	chr_14	64000000	65000000	1,1
leaf5	chr_14	64000000	65000000	1,1
leaf6	chr_14	64000000	65000000	1,1
leaf7	chr_14	64000000	65000000	1,1
leaf8	chr_14	64000000	65000000	1,1
leaf9	chr_14	64000000	65000000	1,1
leaf10	chr_14	64000000	65000000	1,1
leaf1	chr_14	65000000	66000000	1,1
leaf2	chr_14	65000000	66000000	1,1
leaf3	chr_14	65000000	66000000	1,1
leaf4	chr_14	65000000	66000000	1,1
leaf5	chr_14	65000000	66000000	1,1
leaf6	chr_14	65000000	66000000	1,1
leaf7	chr_14	65000000	66000000	1,1
leaf8	chr_14	65000000	66000000	1,1
leaf9	chr_14	65000000	66000000	1,1
leaf10	chr_14	65000000	66000000	1,1
leaf1	chr_14	66000000	67000000	1,1
leaf2	chr_14	66000000	67000000	1,1
leaf3	chr_14	66000000	67000000	1,1
leaf4	chr_14	66000000	67000000	1,1
leaf5	chr_14	66000000	67000000	1,1
leaf6	chr_14	66000000	67000000	1,1
leaf7	chr_14	66000000	67000000	1,1
leaf8	chr_14	66000000	67000000	1,1
leaf9	chr_14	66000000	67000000	1,1
leaf10	chr_14	66000000	67000000	1,1
leaf1	chr_14	67000000	68000000	1,1
leaf2	chr_14	67000000	68000000	1,1
leaf3	chr_14	67000000	68000000	1,1
leaf4	chr_14	67000000	68000000	1,1
leaf5	chr_14	67000000	68000000	1,1
leaf6	chr_14	67000000	68000000	1,1
leaf7	chr_14	67000000	68000000	1,1
leaf8	chr_14	67000000	68000000	1,1
leaf9	chr_14	67000000	68000000	1,1
leaf10	chr_14	67000000	68000000	1,1
leaf1	chr_14	68000000	69000000	1,1
leaf2	chr_14	68000000	69000000	1,1
leaf3	chr_14	68000000	69000000	1,1
leaf4	chr_14	68000000	69000000	1,1
leaf5	chr_14	68000000	69000000	1,1
leaf6	chr_14	68000000	69000000	1,1
leaf7	chr_14	68000000	69000000	1,1
leaf8	chr_14	68000000	69000000	1,1
leaf9	chr_14	68000000	69000000	1,1
leaf10	chr_14	68000000	69000000	1,1
leaf1	chr_14	69000000	70000000	1,1
leaf2	chr_14	69000000	70000000	1,1
leaf3	chr_14	69000000	70000000	1,1
leaf4	chr_14	69000000	70000000	1,1
leaf5	chr_14	69000000	70000000	1,1
leaf6	chr_14	69000000	70000000	1,1
leaf7	chr_14	69000000	70000000	1,1
leaf8	chr_14	69000000	70000000	1,1
leaf9	chr_14	69000000	70000000	1,1
leaf10	chr_14	69000000	70000000	1,1
leaf1	chr_14	70000000	71000000	1,1
leaf2	chr_14	70000000	71000000	1,1
leaf3	chr_14	70000000	71000000	1,1
leaf4	chr_14	70000000	71000000	1,1
leaf5	chr_14	70000000	71000000	1,1
leaf6	chr_14	70000000	71000000	1,1
leaf7	chr_14	70000000	71000000	1,1
leaf8	chr_14	70000000	71000000	1,1
leaf9	chr_14	70000000	71000000	1,1
leaf10	chr_14	70000000	71000000	1,1
leaf1	chr_14	71000000	72000000	1,1
leaf2	chr_14	71000000	72000000	1,1
leaf3	chr_14	71000000	72000000	1,1
leaf4	chr_14	71000000	72000000	1,1
leaf5	chr_14	71000000	72000000	1,1
leaf6	chr_14	71000000	72000000	1,1
leaf7	chr_14	71000000	72000000	1,1
leaf8	chr_14	71000000	72000000	1,1
leaf9	chr_14	71000000	72000000	1,1
leaf10	chr_14	71000000	72000000	1,1
leaf1	chr_14	72000000	73000000	1,1
leaf2	chr_14	72000000	73000000	1,1
leaf3	chr_14	72000000	73000000	1,1
leaf4	chr_14	72000000	73000000	1,1
leaf5	chr_14	72000000	73000000	1,1
leaf6	chr_14	72000000	73000000	1,1
leaf7	chr_14	72000000	73000000	1,1
leaf8	chr_14	72000000	73000000	1,1
leaf9	chr_14	72000000	73000000	1,1
leaf10	chr_14	72000000	73000000	1,1
leaf1	chr_14	73000000	74000000	1,1
leaf2	chr_14	73000000	74000000	1,1
leaf3	chr_14	73000000	74000000	1,1
leaf4	chr_14	73000000	74000000	1,1
leaf5	chr_14	73000000	74000000	1,1
leaf6	chr_14	73000000	74000000	1,1
leaf7	chr_14	73000000	74000000	1,1
leaf8	chr_14	73000000	74000000	1,1
leaf9	chr_14	73000000	74000000	1,1
leaf10	chr_14	73000000	74000000	1,1
leaf1	chr_14	74000000	75000000	1,1
leaf2	chr_14	74000000	75000000	1,1
leaf3	chr_14	74000000	75000000	1,1
leaf4	chr_14	74000000	75000000	1,1
leaf5	chr_14	74000000	75000000	1,1
leaf6	chr_14	74000000	75000000	1,1
leaf7	chr_14	74000000	75000000	1,1
leaf8	chr_14	74000000	75000000	1,1
leaf9	chr_14	74000000	75000000	1,1
leaf10	chr_14	74000000	75000000	1,1
leaf1	chr_14	75000000	76000000	1,1
leaf2	chr_14	75000000	76000000	1,1
leaf3	chr_14	75000000	76000000	1,1
leaf4	chr_14	75000000	76000000	1,1
leaf5	chr_14	75000000	76000000	1,1
leaf6	chr_14	75000000	76000000	1,1
leaf7	chr_14	75000000	76000000	1,1
leaf8	chr_14	75000000	76000000	1,1
leaf9	chr_14	75000000	76000000	1,1
leaf10	chr_14	75000000	76000000	1,1
leaf1	chr_14	76000000	77000000	1,1
leaf2	chr_14	76000000	77000000	1,1
leaf3	chr_14	76000000	77000000	1,1
leaf4	chr_14	76000000	77000000	1,1
leaf5	chr_14	76000000	77000000	1,1
leaf6	chr_14	76000000	77000000	1,1
leaf7	chr_14	76000000	77000000	1,1
leaf8	chr_14	76000000	77000000	1,1
leaf9	chr_14	76000000	77000000	1,1
leaf10	chr_14	76000000	77000000	1,1
leaf1	chr_14	77000000	78000000	1,1
leaf2	chr_14	77000000	78000000	1,1
leaf3	chr_14	77000000	78000000	1,1
leaf4	chr_14	77000000	78000000	1,1
leaf5	chr_14	77000000	78000000	1,1
leaf6	chr_14	77000000	78000000	1,1
leaf7	chr_14	77000000	78000000	1,1
leaf8	chr_14	77000000	78000000	1,1
leaf9	chr_14	77000000	78000000	1,1
leaf10	chr_14	77000000	78000000	1,1
leaf1	chr_14	78000000	79000000	1,1
leaf2	chr_14	78000000	79000000	1,1
leaf3	chr_14	78000000	79000000	1,1
leaf4	chr_14	78000000	79000000	1,1
leaf5	chr_14	78000000	79000000	1,1
leaf6	chr_14	78000000	79000000	1,1
leaf7	chr_14	78000000	79000000	1,1
leaf8	chr_14	78000000	79000000	1,1
leaf9	chr_14	78000000	79000000	1,1
leaf10	chr_14	78000000	79000000	1,1
leaf1	chr_14	79000000	80000000	1,1
leaf2	chr_14	79000000	80000000	1,1
leaf3	chr_14	79000000	80000000	1,1
leaf4	chr_14	79000000	80000000	1,1
leaf5	chr_14	79000000	80000000	1,1
leaf6	chr_14	79000000	80000000	1,1
leaf7	chr_14	79000000	80000000	1,1
leaf8	chr_14	79000000	80000000	1,1
leaf9	chr_14	79000000	80000000	1,1
leaf10	chr_14	79000000	80000000	1,1
leaf1	chr_14	80000000	81000000	1,1
leaf2	chr_14	80000000	81000000	1,1
leaf3	chr_14	80000000	81000000	1,1
leaf4	chr_14	80000000	81000000	1,1
leaf5	chr_14	80000000	81000000	1,1
leaf6	chr_14	80000000	81000000	1,1
leaf7	chr_14	80000000	81000000	1,1
leaf8	chr_14	80000000	81000000	1,1
leaf9	chr_14	80000000	81000000	1,1
leaf10	chr_14	80000000	81000000	1,1
leaf1	chr_14	81000000	82000000	0,1
leaf2	chr_14	81000000	82000000	0,1
leaf3	chr_14	81000000	82000000	0,1
leaf4	chr_14	81000000	82000000	0,1
leaf5	chr_14	81000000	82000000	0,1
leaf6	chr_14	81000000	82000000	0,1
leaf7	chr_14	81000000	82000000	0,1
leaf8	chr_14	81000000	82000000	0,1
leaf9	chr_14	81000000	82000000	0,1
leaf10	chr_14	81000000	82000000	0,1
leaf1	chr_14	82000000	83000000	0,1
leaf2	chr_14	82000000	83000000	0,1
leaf3	chr_14	82000000	83000000	0,1
leaf4	chr_14	82000000	83000000	0,1
leaf5	chr_14	82000000	83000000	0,1
leaf6	chr_14	82000000	83000000	0,1
leaf7	chr_14	82000000	83000000	0,1
leaf8	chr_14	82000000	83000000	0,1
leaf9	chr_14	82000000	83000000	0,1
leaf10	chr_14	82000000	83000000	0,1
leaf1	chr_14	83000000	84000000	0,1
leaf2	chr_14	83000000	84000000	0,1
leaf3	chr_14	83000000	84000000	0,1
leaf4	chr_14	83000000	84000000	0,1
leaf5	chr_14	83000000	84000000	0,1
leaf6	chr_14	83000000	84000000	0,1
leaf7	chr_14	83000000	84000000	0,1
leaf8	chr_14	83000000	84000000	0,1
leaf9	chr_14	83000000	84000000	0,1
leaf10	chr_14	83000000	84000000	0,1
leaf1	chr_14	84000000	85000000	0,1
leaf2	chr_14	84000000	85000000	0,1
leaf3	chr_14	84000000	85000000	0,1
leaf4	chr_14	84000000	85000000	0,1
leaf5	chr_14	84000000	85000000	0,1
leaf6	chr_14	84000000	85000000	0,1
leaf7	chr_14	84000000	85000000	0,1
leaf8	chr_14	84000000	85000000	0,1
leaf9	chr_14	84000000	85000000	0,1
leaf10	chr_14	84000000	85000000	0,1
leaf1	chr_14	85000000	86000000	0,1
leaf2	chr_14	85000000	86000000	0,1
leaf3	chr_14	85000000	86000000	0,1
leaf4	chr_14	85000000	86000000	0,1
leaf5	chr_14	85000000	86000000	0,2
leaf6	chr_14	85000000	86000000	0,1
leaf7	chr_14	85000000	86000000	0,2
leaf8	chr_14	85000000	86000000	0,2
leaf9	chr_14	85000000	86000000	0,1
leaf10	chr_14	85000000	86000000	0,1
leaf1	chr_14	86000000	87000000	0,1
leaf2	chr_14	86000000	87000000	0,1
leaf3	chr_14	86000000	87000000	0,1
leaf4	chr_14	86000000	87000000	0,1
leaf5	chr_14	86000000	87000000	0,2
leaf6	chr_14	86000000	87000000	0,1
leaf7	chr_14	86000000	87000000	0,2
leaf8	chr_14	86000000	87000000	0,2
leaf9	chr_14	86000000	87000000	0,1
leaf10	chr_14	86000000	87000000	0,1
leaf1	chr_14	87000000	88000000	0,1
leaf2	chr_14	87000000	88000000	0,1
leaf3	chr_14	87000000	88000000	0,1
leaf4	chr_14	87000000	88000000	0,1
leaf5	chr_14	87000000	88000000	0,1
leaf6	chr_14	87000000	88000000	0,1
leaf7	chr_14	87000000	88000000	0,1
leaf8	chr_14	87000000	88000000	0,1
leaf9	chr_14	87000000	88000000	0,1
leaf10	chr_14	87000000	88000000	0,1
leaf1	chr_14	88000000	89000000	1,1
leaf2	chr_14	88000000	89000000	1,1
leaf3	chr_14	88000000	89000000	1,1
leaf4	chr_14	88000000	89000000	1,1
leaf5	chr_14	88000000	89000000	1,1
leaf6	chr_14	88000000	89000000	1,1
leaf7	chr_14	88000000	89000000	1,1
leaf8	chr_14	88000000	89000000	1,1
leaf9	chr_14	88000000	89000000	1,1
leaf10	chr_14	88000000	89000000	1,1
leaf1	chr_14	89000000	90000000	1,1
leaf2	chr_14	89000000	90000000	1,1
leaf3	chr_14	89000000	90000000	1,1
leaf4	chr_14	89000000	90000000	1,1
leaf5	chr_14	89000000	90000000	1,1
leaf6	chr_14	89000000	90000000	1,1
leaf7	chr_14	89000000	90000000	1,1
leaf8	chr_14	89000000	90000000	1,1
leaf9	chr_14	89000000	90000000	1,1
leaf10	chr_14	89000000	90000000	1,1
leaf1	chr_14	90000000	91000000	1,1
leaf2	chr_14	90000000	91000000	1,1
leaf3	chr_14	90000000	91000000	1,1
leaf4	chr_14	90000000	91000000	1,1
leaf5	chr_14	90000000	91000000	1,1
leaf6	chr_14	90000000	91000000	1,1
leaf7	chr_14	90000000	91000000	1,1
leaf8	chr_14	90000000	91000000	1,1
leaf9	chr_14	90000000	91000000	1,1
leaf10	chr_14	90000000	91000000	1,1
leaf1	chr_14	91000000	92000000	1,1
leaf2	chr_14	91000000	92000000	1,1
